issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count
TIKA-3018,False,True,True,log4j 1.2 version used by Apache Tika 1.23 is vulnerable to CVE-2019-17571,"Sonatype Nexus auditor is reporting following log4j related security issue on Apache Tika 1.23.

Recommendation is to use org.apache.logging.log4j:log4j-core version(s) 2.8.2 and above. Can you please check if Apache Tika vulnerable and if so upgrade based on the recommendation?

Description

Description from CVE
    Included in Log4j 1.2 is a SocketServer class that is vulnerable to deserialization of untrusted data which can be exploited to remotely execute arbitrary code when combined with a deserialization gadget when listening to untrusted network traffic for log data. This affects Log4j versions up to 1.2 up to 1.2.17. 

Explanation

    The log4j:log4j package is vulnerable to Remote Code Execution (RCE) due to Deserialization of Untrusted Data. The configureHierarchy and genericHierarchy methods in SocketServer.class do not verify if the file at a given file path contains any untrusted objects prior to deserializing them. A remote attacker can exploit this vulnerability by providing a path to crafted files, which result in arbitrary code execution when deserialized.

    NOTE: Starting with version(s) 2.x, log4j:log4j was relocated to org.apache.logging.log4j:log4j-core. A variation of this vulnerability exists in org.apache.logging.log4j:log4j-core as CVE-2017-5645, in versions up to but excluding 2.8.2.
Detection

    The application is vulnerable by using this component.

Recommendation

    Starting with version(s) 2.x, log4j:log4j was relocated to org.apache.logging.log4j:log4j-core. A variation of this vulnerability exists in org.apache.logging.log4j:log4j-core as CVE-2017-5645, in versions up to but excluding 2.8.2. Therefore, it is recommended to upgrade to org.apache.logging.log4j:log4j-core version(s) 2.8.2 and above. For log4j:log4j 1.x versions however, a fix does not exist.
Root Cause
    tika-app-1.23.jar <= org/apache/log4j/net/SocketServer.class : (,) 

Advisories
    Project: https://issues.apache.org/jira/browse/LOG4J2-1863
    Project: https://lists.apache.org/thread.html/84cc4266238e057b95eb95d…
    Third Party: https://bugzilla.redhat.com/show_bug.cgi?id=1785616 

CVSS Details
    Sonatype CVSS 3: 9.8
    CVSS Vector: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H 

",Bug,Closed,Duplicate,Major,,core,2019-12-26T10:24:33.034+0000,2020-01-11T20:39:19.172+0000,2020-01-11T20:38:53.207+0000,0,3,,1,0
TIKA-2956,False,True,True,Stack Overflow issue reported on metadata-extractor used version by Tika,"Nexus Sonatype has reported Security issue with metadata-extractor version used by Tika

*Severity :* CVE CVSS 3.0: 7.5Sonatype CVSS 3.0: 7.5

*Weakness :* CVE CWE: 400

*Source :* National Vulnerability Database

*Categories :* Data

*Description from CVE :* MetadataExtractor 2.1.0 allows stack consumption.

*Explanation :* The MetadataExtractor package is vulnerable to a Denial of Service [DoS] attack. The GetWbTypeDescription[] function in the PanasonicRawWbInfo2Descriptor.cs and PanasonicRawWbInfoDescriptor.cs files fails to prevent infinite recursion when processing malformed light source information from PanasonicRawWbInfo metadata. A remote attacker can exploit this vulnerability by submitting PanasonicRawWbInfo metadata containing light source information that exploits this issue. This will cause the application to consume a large amount of available resources, ultimately resulting in a DoS condition.

*Detection :* The application is vulnerable by using this component.

*Recommendation :* There is no non-vulnerable version of this component. We recommend investigating alternative components or potential mitigating control.

*Root Cause :* tika-app-1.22.jarcom/drew/metadata/exif/PanasonicRawDistortionDescriptor.class : [2.10.0 , ]

*Advisories :* Project: [https://github.com/drewnoakes/metadata-extractor/issues/419]

*CVSS Details :* CVE CVSS 3.0: 7.5CVSS Vector: CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",Bug,Resolved,Duplicate,Critical,,app,2019-10-04T01:37:51.115+0000,2020-02-24T16:32:59.509+0000,2020-02-24T16:32:59.428+0000,0,1,,1,0
TIKA-2953,False,True,True,"Vulnerable ""commons-compress : 1.18"" is present in tika-bundle 1.22.	","We can see that commons-compress with version 1.18 is present in tika-bundle 1.22 jar. We can see that latest commons-compress with version 1.19 is not vulnerable.

 

So please confirm your side that ""Is this vulnerability CVE-2019-12402 is impacting to tika or not ?""

And can we upgrade this library (commons-compress : 1.18) to latest version 1.19 locally after downloading the source code of tika ? Is there any challenge for this?",Bug,Resolved,Fixed,Major,,,2019-10-01T05:24:28.710+0000,2020-04-21T19:25:11.471+0000,2020-04-21T19:25:11.405+0000,0,2,,3,0
TIKA-2952,False,True,True,"Vulnerable ""metadata-extractor 2.11.0"" is present in tika 1.22.","We can see that metadata-extractor with version 2.11.0 is present in tika-bundle 1.22 jar. We can see that even latest metadata-extractor with version 2.12.0 is also vulnerable.

 

So please confirm your side that ""Is this vulnerability [CVE-2019-14262] is impacting to tika or not ?""",Bug,Resolved,Fixed,Major,,,2019-09-30T12:50:03.907+0000,2020-02-25T08:22:56.616+0000,2020-02-24T18:51:54.474+0000,0,6,,11,1
TIKA-2930,True,False,False,"RTF parser support for form fields (checkboxes, text fields)","Currently the RTF parser only deals with HYPERLINK type fields. We should expand this to include form field types such as checkboxes and text fields. The RTF spec defines three types of form fields - text, checkbox and list ([http://latex2rtf.sourceforge.net/rtfspec_7.html#rtfspec_31]).

 

 ",Improvement,Open,,Minor,,parser,2019-08-28T16:42:57.992+0000,2019-08-28T16:47:01.890+0000,,0,1,,1,1
TIKA-2890,False,True,True,Critical security vulnerability in dependencies,"The parser dependency jackson-databind:2.9.8 has a critical vulnerability as per:

[https://ossindex.sonatype.org/vuln/5bbadb96-496f-4534-a513-7a6396f54029]

This should be bumped to >2.9.9 to resolve this vulnerability.",Improvement,Resolved,Fixed,Major,,parser,2019-06-04T19:39:44.147+0000,2019-10-19T13:58:07.052+0000,2019-09-27T15:52:31.572+0000,0,7,,15,0
TIKA-2885,False,True,True,Vulnerabilities in tika,"Whilst trying to build tika parsers, I hit the following vulnerabilities reported:

 

 

[ERROR] Failed to execute goal org.sonatype.ossindex.maven:ossindex-maven-plugin:3.0.4:audit (audit-dependencies) on project tika-parsers: Detected 2 vulnerable components:
[ERROR] com.fasterxml.jackson.core:jackson-databind:jar:2.9.8:compile; https://ossindex.sonatype.org/component/pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.8
[ERROR] * [CVE-2019-12086] Information Exposure (7.5); https://ossindex.sonatype.org/vuln/5bbadb96-496f-4534-a513-7a6396f54029
[ERROR] c3p0:c3p0:jar:0.9.1.1:compile; https://ossindex.sonatype.org/component/pkg:maven/c3p0/c3p0@0.9.1.1
[ERROR] * [CVE-2019-5427] Resource Management Errors (7.5); https://ossindex.sonatype.org/vuln/d25f4c21-9e76-4fc2-9d73-3770aa3aec56",Bug,Resolved,Fixed,Blocker,,parser,2019-05-29T16:48:09.636+0000,2019-05-29T17:26:40.926+0000,2019-05-29T17:21:36.844+0000,0,1,,0,0
TIKA-2877,False,True,True,Tika 1.20 suffer from 3 separate CVE vulnerabilities,"Tika 1.20 third party dependencies suffer from 3 separate CVE vulnerabilitiesoutlined below

I am aware that these are already included in a separate ticket which deals with the generic problem of outdated 3rd party libraries. [https://issues.apache.org/jira/projects/TIKA/issues/TIKA-2854]

 At the very least you should update your security page with the details and potentially release 1.21 to correct these issues.. 

[https://tika.apache.org/security.html]

 

*a) GUAVA v_17 -> - CVE-2018-10237*

Unbounded memory allocation in Google Guava 11.0 through 24.x before 24.1.1 allows remote attackers to conduct denial of service attacks against servers

[https://nvd.nist.gov/vuln/detail//CVE-2018-10237]

 

*b) jackson-databind v_2.9.7 -> CVE-2018-19362*

FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the jboss-common-core class from polymorphic deserialization.

[https://nvd.nist.gov/vuln/detail/CVE-2018-19362]

 

*c) sqlite-jdbc v_3.25.2 ->CVE-2018-20346*

SQLite before 3.25.3, when the FTS3 extension is enabled, encounters an integer overflow (and resultant buffer overflow) for FTS3 queries that occur after crafted changes to FTS3 shadow tables, allowing remote attackers to execute arbitrary code by leveraging the ability to run arbitrary SQL statements (such as in certain WebSQL use cases), aka Magellan.

[https://nvd.nist.gov/vuln/detail/CVE-2018-20346]",Bug,Resolved,Fixed,Critical,,app,2019-05-16T13:19:45.257+0000,2019-05-20T00:27:27.494+0000,2019-05-20T00:27:27.433+0000,0,2,,2,0
TIKA-2841,False,True,True,Improve robustness of parsers of zip-based files on truncated files,"We've done some work on this with docx, etc, but we can do more with epub and open office, and, frankly msoffice as well.  We should also improve the ContainerDetector to work more robustly with truncated zips.",Task,Resolved,Fixed,Major,,,2019-03-21T18:50:10.632+0000,2019-04-23T13:03:09.385+0000,2019-04-23T13:03:09.351+0000,0,2,,3,2
TIKA-2833,False,True,False,Add a CSV/TSV detector,"Given initial experimentation, I think we can fairly easily add a fairly robust CSV/TSV detector that will identify well-formed (ha!) csvs and return the charset encoding and the delimiter.
",Task,Resolved,Fixed,Minor,,,2019-02-26T13:46:36.504+0000,2024-07-13T12:40:07.261+0000,2019-03-04T15:09:18.072+0000,0,4,,9,1
TIKA-2762,True,True,False,Capture short fields (<150 chars) in EnviParserHeader Metadata,"I have always wanted to capture more metadata for the EnviHeader files. Right now everything is shoved into the records content and I think we could improve it.
I've implemented a rudimentary parser improvement with essentially captures any reasonably sized lines items (<150 chars) which can then be populated up to Metadata level making faceted search over ENVI .hdr documents a much easier task.
PR coming up. ",Improvement,Resolved,Fixed,Major,,parser,2018-10-19T23:01:20.384+0000,2018-12-22T15:13:11.281+0000,2018-12-22T15:13:11.239+0000,0,3,,9,0
